"File" "Phase" "h" "k" "l" "Angle" "d (nm)" "Intensity (deg*cts)" "Rel. intensity (%)" "Texture" "B1 (1/nm)" "B2 (1/nm)"
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 0 3 2 57.628300000 0.159800000 0.249000000 0.000000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 4 1 -4 57.669200000 0.159700000 5.802800000 0.100000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 5 1 1 57.703200000 0.159600000 25.613300000 0.460000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 2 2 4 57.784500000 0.159400000 201.221400000 3.610000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 5 1 -2 57.991200000 0.158900000 84.999100000 1.520000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 3 1 -5 57.992200000 0.158900000 0.002900000 0.000000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 4 2 -2 57.992200000 0.158900000 73.876300000 1.320000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 5 0 -3 58.381600000 0.157900000 0.026000000 0.000000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 1 3 -2 58.396000000 0.157900000 52.066300000 0.930000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 2 3 0 58.502600000 0.157600000 171.499400000 3.070000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 1 3 2 58.995800000 0.156400000 54.154000000 0.970000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 2 3 -1 59.047100000 0.156300000 3.207500000 0.060000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 2 0 -6 59.339900000 0.155600000 15.775500000 0.280000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 4 0 4 59.384500000 0.155500000 93.894800000 1.680000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 3 0 5 59.404400000 0.155500000 0.676000000 0.010000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 2 3 1 59.642800000 0.154900000 0.265300000 0.000000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 0 2 5 59.937100000 0.154200000 6.299700000 0.110000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 0 1 6 59.971400000 0.154100000 0.029500000 0.000000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 3 2 -4 60.089400000 0.153900000 1.641100000 0.030000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 1 1 -6 60.131300000 0.153800000 36.853300000 0.660000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 1 2 -5 60.244800000 0.153500000 5.019200000 0.090000000 1.000000000 1.000000000 0.000000000
"C:/Users/MEU PC/OneDrive/Desktop/Estudo de Casos. Minerais 2/Sample 1.RAW" "Gibbsite (hkl) (Gibbsite.str)" 4 2 2 60.379200000 0.153200000 51.434300000 0.920000000 1.000000000 1.000000000 0.000000000
